club_id,season,transfer_spending
306,2015,1950000.0
306,2016,0.0
306,2017,750000.0
306,2018,1050000.0
306,2019,2550000.0
306,2020,2900000.0
306,2021,3050000.0
306,2022,6400000.0
308,2019,0.0
308,2020,0.0
308,2022,0.0
309,2015,0.0
309,2016,0.0
309,2017,0.0
309,2018,0.0
309,2021,0.0
311,2022,0.0
312,2013,1100000.0
312,2015,0.0
312,2016,0.0
312,2017,0.0
312,2018,0.0
312,2020,0.0
316,2021,0.0
316,2022,0.0
317,2013,3500000.0
317,2014,4100000.0
317,2015,0.0
317,2016,0.0
317,2017,0.0
317,2018,0.0
317,2019,0.0
317,2020,0.0
317,2021,1000000.0
317,2022,3500000.0
318,2014,0.0
321,2015,380000.0
321,2017,3910000.0
321,2018,1000000.0
321,2019,3500000.0
321,2020,0.0
321,2021,0.0
321,2022,2620000.0
322,2021,0.0
324,2015,0.0
324,2016,0.0
324,2017,15000.0
324,2018,350000.0
324,2019,0.0
324,2022,0.0
327,2016,10000.0
327,2017,2200000.0
327,2018,0.0
327,2019,0.0
327,2020,1100000.0
327,2021,0.0
327,2022,1250000.0
330,2013,0.0
330,2014,0.0
330,2015,3000000.0
330,2016,0.0
330,2017,1180000.0
330,2018,0.0
330,2019,3450000.0
330,2020,3050000.0
330,2021,0.0
330,2022,0.0
331,2014,0.0
331,2016,0.0
331,2017,2300000.0
331,2018,0.0
331,2019,11700000.0
331,2020,5000000.0
331,2021,8000000.0
331,2022,1800000.0
332,2013,900000.0
332,2015,0.0
332,2016,0.0
332,2017,120000.0
332,2019,0.0
332,2021,0.0
332,2022,7680000.0
333,2013,0.0
333,2014,0.0
333,2015,800000.0
333,2018,0.0
333,2020,0.0
333,2022,0.0
336,2013,300000.0
336,2014,1800000.0
336,2015,3000000.0
336,2016,21410000.0
336,2017,32190000.0
336,2018,20300000.0
336,2019,16000000.0
336,2020,33650000.0
336,2021,37750000.0
336,2022,59120000.0
337,2013,0.0
337,2014,0.0
337,2015,0.0
337,2016,2800000.0
337,2017,3250000.0
337,2018,2500000.0
337,2019,0.0
337,2020,0.0
337,2021,0.0
337,2022,2205000.0
338,2013,10000000.0
338,2014,0.0
338,2015,0.0
338,2016,0.0
338,2017,5500000.0
